Tags	GO ID	GO Name	GO Category	FDR	P-Value	Nr Test	Nr Reference	Non Annot Test	Non Annot Reference
[OVER]	GO:0022626	cytosolic ribosome	CELLULAR_COMPONENT	8.480786380994574E-111	1.020674735948318E-114	74	172	118	38657
[OVER]	GO:0005840	ribosome	CELLULAR_COMPONENT	2.9741718512031177E-109	7.158916479006181E-113	84	352	108	38477
[OVER]	GO:0044391	ribosomal subunit	CELLULAR_COMPONENT	5.220454593876191E-107	1.8848674667984804E-110	76	232	116	38597
[OVER]	GO:0003735	structural constituent of ribosome	MOLECULAR_FUNCTION	3.694695105101401E-104	1.778647300566326E-107	80	331	112	38498
[OVER]	GO:0005198	structural molecule activity	MOLECULAR_FUNCTION	4.351033491708426E-100	2.618265430080892E-103	81	401	111	38428
[OVER]	GO:0006412	translation	BIOLOGICAL_PROCESS	4.608576546034858E-94	3.3278925594186006E-97	85	596	107	38233
[OVER]	GO:0043043	peptide biosynthetic process	BIOLOGICAL_PROCESS	8.608608726714174E-94	7.252408362859456E-97	85	602	107	38227
[OVER]	GO:0043604	amide biosynthetic process	BIOLOGICAL_PROCESS	5.399869785615612E-91	5.199056238407136E-94	85	655	107	38174
[OVER]	GO:0006518	peptide metabolic process	BIOLOGICAL_PROCESS	8.633411614499496E-89	9.35139060422379E-92	85	700	107	38129
[OVER]	GO:1990904	ribonucleoprotein complex	CELLULAR_COMPONENT	2.812946729709436E-87	3.385421506450158E-90	80	575	112	38254
[OVER]	GO:0043603	cellular amide metabolic process	BIOLOGICAL_PROCESS	2.5272255890781663E-83	3.345707242731957E-86	85	824	107	38005
[OVER]	GO:0005829	cytosol	CELLULAR_COMPONENT	4.2575445071863E-78	6.148818640779349E-81	88	1089	104	37740
[OVER]	GO:1901566	organonitrogen compound biosynthetic process	BIOLOGICAL_PROCESS	1.1422419525754743E-75	1.7871158242244752E-78	91	1311	101	37518
[OVER]	GO:0043228	non-membrane-bounded organelle	CELLULAR_COMPONENT	1.516769116169946E-74	2.738179894397544E-77	89	1255	103	37574
[OVER]	GO:0043232	intracellular non-membrane-bounded organelle	CELLULAR_COMPONENT	1.516769116169946E-74	2.738179894397544E-77	89	1255	103	37574
