Tags	GO ID	GO Name	GO Category	FDR	P-Value	Nr Test	Nr Reference	Non Annot Test	Non Annot Reference
[OVER]	GO:0022626	cytosolic ribosome	CELLULAR_COMPONENT	4.9887443291146987E-141	6.004024947785171E-145	101	145	241	38534
[OVER]	GO:0005840	ribosome	CELLULAR_COMPONENT	8.768466189245598E-138	2.1105948223000597E-141	116	320	226	38359
[OVER]	GO:0044391	ribosomal subunit	CELLULAR_COMPONENT	4.0748440761962105E-135	1.4712398879033135E-138	104	204	238	38475
[OVER]	GO:0003735	structural constituent of ribosome	MOLECULAR_FUNCTION	2.9920352770184137E-134	1.4403828508934474E-137	112	299	230	38380
[OVER]	GO:0005198	structural molecule activity	MOLECULAR_FUNCTION	4.958098579689106E-129	2.983571175646351E-132	114	368	228	38311
[OVER]	GO:0006412	translation	BIOLOGICAL_PROCESS	3.7333726071293026E-115	2.695900306026696E-118	117	564	225	38115
[OVER]	GO:0043043	peptide biosynthetic process	BIOLOGICAL_PROCESS	9.514844635683372E-115	8.015875851460297E-118	117	570	225	38109
[OVER]	GO:1990904	ribonucleoprotein complex	CELLULAR_COMPONENT	2.896583222525026E-114	2.788863374678085E-117	115	540	227	38139
[OVER]	GO:0043604	amide biosynthetic process	BIOLOGICAL_PROCESS	6.89466111364009E-114	7.46804068152134E-117	119	621	223	38058
[OVER]	GO:0006518	peptide metabolic process	BIOLOGICAL_PROCESS	2.990284518489445E-109	3.59885006437531E-112	118	667	224	38012
[OVER]	GO:0043603	cellular amide metabolic process	BIOLOGICAL_PROCESS	2.4737638734279787E-104	3.274931111771304E-107	120	789	222	37890
[OVER]	GO:0005829	cytosol	CELLULAR_COMPONENT	6.931087563159297E-104	1.000999527715869E-106	130	1047	212	37632
[OVER]	GO:1901566	organonitrogen compound biosynthetic process	BIOLOGICAL_PROCESS	2.566809802220018E-95	4.01594986506923E-98	131	1271	211	37408
[OVER]	GO:0043228	non-membrane-bounded organelle	CELLULAR_COMPONENT	6.125449251372269E-94	1.1058098299504638E-96	128	1216	214	37463
[OVER]	GO:0043232	intracellular non-membrane-bounded organelle	CELLULAR_COMPONENT	6.125449251372269E-94	1.1058098299504638E-96	128	1216	214	37463
[OVER]	GO:0022625	cytosolic large ribosomal subunit	CELLULAR_COMPONENT	2.2419576035135947E-87	4.317164719727707E-90	63	87	279	38592
[OVER]	GO:0005737	cytoplasm	CELLULAR_COMPONENT	1.9005258092887357E-85	3.888426857372549E-88	224	6501	118	32178
[OVER]	GO:0015934	large ribosomal subunit	CELLULAR_COMPONENT	5.383801187648612E-80	1.1663066720143822E-82	63	124	279	38555
[OVER]	GO:0032991	protein-containing complex	CELLULAR_COMPONENT	5.414390796243661E-75	1.2380963428647197E-77	145	2500	197	36179
[OVER]	GO:0005622	intracellular anatomical structure	CELLULAR_COMPONENT	2.274328359857369E-73	5.474373233499504E-76	257	10410	85	28269
[OVER]	GO:0043229	intracellular organelle	CELLULAR_COMPONENT	4.207669326540402E-59	1.0634379089824099E-61	222	8755	120	29924
[OVER]	GO:0043226	organelle	CELLULAR_COMPONENT	5.062812977392082E-59	1.3404968769120929E-61	222	8766	120	29913
[OVER]	GO:0044271	cellular nitrogen compound biosynthetic process	BIOLOGICAL_PROCESS	7.230817342793289E-59	2.001550112940735E-61	140	3096	202	35583
[OVER]	GO:1901564	organonitrogen compound metabolic process	BIOLOGICAL_PROCESS	9.132512314042765E-59	2.6378661155015812E-61	175	5199	167	33480
[OVER]	GO:0044267	cellular protein metabolic process	BIOLOGICAL_PROCESS	4.8106659711579396E-58	1.4474262760735166E-60	151	3759	191	34920
[OVER]	GO:0009987	cellular process	BIOLOGICAL_PROCESS	1.8395760823764212E-56	5.756285731349976E-59	263	13102	79	25577
[OVER]	GO:0003723	RNA binding	MOLECULAR_FUNCTION	2.6221153616560787E-56	8.520533730258048E-59	91	1090	251	37589
[OVER]	GO:0034641	cellular nitrogen compound metabolic process	BIOLOGICAL_PROCESS	1.1364975642729604E-55	3.829814875393295E-58	162	4604	180	34075
[OVER]	GO:0044237	cellular metabolic process	BIOLOGICAL_PROCESS	1.8639765533807775E-55	6.505634859555007E-58	227	9631	115	29048
[OVER]	GO:0008152	metabolic process	BIOLOGICAL_PROCESS	2.0489118415517135E-55	7.39768386647628E-58	242	11060	100	27619
[OVER]	GO:0019538	protein metabolic process	BIOLOGICAL_PROCESS	2.976319089455235E-54	1.1104331661224246E-56	154	4216	188	34463
[OVER]	GO:0071704	organic substance metabolic process	BIOLOGICAL_PROCESS	4.7641138596404737E-54	1.8347772717354093E-56	231	10177	111	28502
[OVER]	GO:0010467	gene expression	BIOLOGICAL_PROCESS	9.947501917234307E-53	3.950746940290434E-55	141	3556	201	35123
[OVER]	GO:0022627	cytosolic small ribosomal subunit	CELLULAR_COMPONENT	1.560595886352099E-52	6.385877980018217E-55	38	50	304	38629
[OVER]	GO:0044238	primary metabolic process	BIOLOGICAL_PROCESS	4.311592417254261E-52	1.8161720375965715E-54	222	9592	120	29087
[OVER]	GO:0044249	cellular biosynthetic process	BIOLOGICAL_PROCESS	5.2913811308785445E-52	2.2925709557302636E-54	152	4270	190	34409
[OVER]	GO:0110165	cellular anatomical entity	CELLULAR_COMPONENT	7.796991098670512E-52	3.4720022945096755E-54	283	16174	59	22505
[OVER]	GO:0009058	biosynthetic process	BIOLOGICAL_PROCESS	1.1356241428405975E-51	5.19361143674843E-54	155	4487	187	34192
[OVER]	GO:1901576	organic substance biosynthetic process	BIOLOGICAL_PROCESS	1.2879031224768333E-51	6.045038124515164E-54	152	4303	190	34376
[OVER]	GO:0015935	small ribosomal subunit	CELLULAR_COMPONENT	1.4432930678970785E-51	6.948095163784227E-54	41	80	301	38599
[OVER]	GO:0034645	cellular macromolecule biosynthetic process	BIOLOGICAL_PROCESS	6.780149977610621E-50	3.3456029495972496E-52	130	3137	212	35542
[OVER]	GO:0009059	macromolecule biosynthetic process	BIOLOGICAL_PROCESS	3.5708933179915975E-49	1.805000834705104E-51	130	3186	212	35493
[OVER]	GO:0006807	nitrogen compound metabolic process	BIOLOGICAL_PROCESS	1.8873740533811039E-47	9.767370838294315E-50	201	8324	141	30355
