Tags	GO ID	GO Name	GO Category	FDR	P-Value	Nr Test	Nr Reference	Non Annot Test	Non Annot Reference
[OVER]	GO:0110165	cellular anatomical entity	CELLULAR_COMPONENT	1.7439178947184658E-39	2.0988300574298543E-43	461	15996	214	22350
[OVER]	GO:0005622	intracellular anatomical structure	CELLULAR_COMPONENT	1.4523811533600168E-27	3.495922862823485E-31	325	10342	350	28004
[OVER]	GO:0005737	cytoplasm	CELLULAR_COMPONENT	4.344086213528758E-27	2.091267884717178E-30	239	6486	436	31860
[OVER]	GO:0008152	metabolic process	BIOLOGICAL_PROCESS	4.344086213528758E-27	1.579094665265263E-30	336	10966	339	27380
[OVER]	GO:0071704	organic substance metabolic process	BIOLOGICAL_PROCESS	4.5876649442477887E-26	2.760660094023221E-29	315	10093	360	28253
[OVER]	GO:0043229	intracellular organelle	CELLULAR_COMPONENT	3.3213347323760065E-23	2.3983642308648502E-26	278	8699	397	29647
[OVER]	GO:0043226	organelle	CELLULAR_COMPONENT	3.4792783000423436E-23	2.931152738030618E-26	278	8710	397	29636
[OVER]	GO:0009987	cellular process	BIOLOGICAL_PROCESS	3.874639128310434E-23	3.730546759716388E-26	364	13001	311	25345
[OVER]	GO:0044238	primary metabolic process	BIOLOGICAL_PROCESS	6.554385260901801E-23	7.099466524024096E-26	294	9520	381	28826
[OVER]	GO:0044237	cellular metabolic process	BIOLOGICAL_PROCESS	4.0989567098754833E-20	4.933152858196514E-23	287	9571	388	28775
[OVER]	GO:0043227	membrane-bounded organelle	CELLULAR_COMPONENT	2.3339472445984263E-18	3.089832674278817E-21	252	8154	423	30192
[OVER]	GO:0043231	intracellular membrane-bounded organelle	CELLULAR_COMPONENT	3.57318806629146E-18	5.160459356781505E-21	251	8138	424	30208
[OVER]	GO:1901564	organonitrogen compound metabolic process	BIOLOGICAL_PROCESS	4.504258691505977E-17	7.047221445369804E-20	182	5192	493	33154
[OVER]	GO:0006807	nitrogen compound metabolic process	BIOLOGICAL_PROCESS	2.766406793158567E-16	4.661174040705252E-19	248	8277	427	30069
[OVER]	GO:0043170	macromolecule metabolic process	BIOLOGICAL_PROCESS	9.11367866186945E-14	1.6452663368400742E-16	230	7812	445	30534
[OVER]	GO:0003824	catalytic activity	MOLECULAR_FUNCTION	1.5484797215274539E-13	2.9817878859597137E-16	264	9499	411	28847
[OVER]	GO:0019538	protein metabolic process	BIOLOGICAL_PROCESS	1.6123843196102962E-12	3.2988967906336547E-15	146	4224	529	34122
[OVER]	GO:0044267	cellular protein metabolic process	BIOLOGICAL_PROCESS	4.211926956171659E-12	9.124405489359715E-15	134	3776	541	34570
[OVER]	GO:0016020	membrane	CELLULAR_COMPONENT	1.851780664923944E-11	4.4572888793451536E-14	220	7734	455	30612
[OVER]	GO:0009058	biosynthetic process	BIOLOGICAL_PROCESS	1.851780664923944E-11	4.2424563628303007E-14	149	4493	526	33853
[OVER]	GO:0044260	cellular macromolecule metabolic process	BIOLOGICAL_PROCESS	2.917071206345279E-11	7.372547278041985E-14	191	6406	484	31940
[OVER]	GO:1901576	organic substance biosynthetic process	BIOLOGICAL_PROCESS	6.128200221197143E-11	1.6225828001725496E-13	143	4312	532	34034
[OVER]	GO:0005783	endoplasmic reticulum	CELLULAR_COMPONENT	2.211151251675126E-9	6.120649751898893E-12	40	608	635	37738
[OVER]	GO:0044391	ribosomal subunit	CELLULAR_COMPONENT	2.5872712410915228E-9	7.47316280974805E-12	27	281	648	38065
[OVER]	GO:1990904	ribonucleoprotein complex	CELLULAR_COMPONENT	2.830117946431958E-9	8.515218276663732E-12	40	615	635	37731
[OVER]	GO:0031224	intrinsic component of membrane	CELLULAR_COMPONENT	5.233408041780427E-9	1.6376051159741376E-11	180	6285	495	32061
[OVER]	GO:0016021	integral component of membrane	CELLULAR_COMPONENT	1.2794817559817246E-8	4.157661260260749E-11	176	6169	499	32177
[OVER]	GO:0005488	binding	MOLECULAR_FUNCTION	1.7394886142011586E-8	6.071148129959514E-11	306	12732	369	25614
[OVER]	GO:0005789	endoplasmic reticulum membrane	CELLULAR_COMPONENT	1.7394886142011586E-8	5.892219012236188E-11	27	310	648	38036
[OVER]	GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	CELLULAR_COMPONENT	1.7452106838223802E-8	6.30115784266114E-11	27	311	648	38035
[OVER]	GO:0098827	endoplasmic reticulum subcompartment	CELLULAR_COMPONENT	1.805667302995688E-8	6.736753687912665E-11	27	312	648	38034
[OVER]	GO:0005840	ribosome	CELLULAR_COMPONENT	5.5507892810685316E-8	2.1377453002069205E-10	30	406	645	37940
[OVER]	GO:0003735	structural constituent of ribosome	MOLECULAR_FUNCTION	5.996438052468939E-8	2.3815435760196777E-10	29	382	646	37964
[OVER]	GO:0022627	cytosolic small ribosomal subunit	CELLULAR_COMPONENT	9.102686570691509E-8	3.724772456414867E-10	14	74	661	38272
[OVER]	GO:0022626	cytosolic ribosome	CELLULAR_COMPONENT	1.0581176572981909E-7	4.457108918694991E-10	22	224	653	38122
